"fold","holdout_hospital","level","selection_policy","regime","seed","tag","epoch","chosen_val_overall_loss","chosen_val_overall_acc","chosen_proxy_metric","chosen_proxy_metric_col"
"camelyon17_loo_h3","3","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h3cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2145_clipa10","8","0.1745689307302409","0.943","0.6549435099411847","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","baseline","baseline","rcgdro","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.2133372076387313","0.9385","0.7210129082202912","proxy_worst_loss_min"
"camelyon17_loo_h3","3","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h3cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip782_clipa10","4","0.2313177585450283","0.9295","0.5561645931043678","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h3cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip782_clipa10","25","0.2012882796226346","0.929","0.6585054004820079","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h3cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1185_clipa10","11","0.1738633601347933","0.946","0.5640773229934258","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h3cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1185_clipa10","13","0.1724223391407464","0.9475","0.5886736625403977","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h3cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2145_clipa10","3","0.1938052166231591","0.934","0.7296582201761859","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h3cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2145_clipa10","7","0.1909534655984816","0.9235","0.8485314822945579","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","baseline","baseline","rcgdro","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.2258778550261413","0.935","0.7081061320645469","proxy_worst_loss_min"
"camelyon17_loo_h3","3","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h3cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip782_clipa10","20","0.2641377707664057","0.929","0.5459022943575951","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h3cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip782_clipa10","18","0.184719284568616","0.934","0.6046933983399365","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h3cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1185_clipa10","9","0.1741662483034395","0.947","0.5729529728157821","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h3cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1185_clipa10","9","0.1741662483034395","0.947","0.5729529728157821","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h3cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2145_clipa10","28","0.1735395323324305","0.946","0.6682143705237793","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h3cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2145_clipa10","28","0.1735395323324305","0.946","0.6682143705237793","proxy_worst_loss_clip_min"
"camelyon17_loo_h3","3","baseline","baseline","rcgdro","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.2155553606706307","0.9415","0.6954759218863078","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","1","0.1949564651525525","0.925","0.5415180030187057","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","11","0.1540432278005258","0.947","0.6052768700450624","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","1","0.195340054377215","0.928","0.6403215020018018","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","19","0.1568956667674847","0.9455","0.68468972971207","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","23","0.1328438314525463","0.952","0.5696939206682146","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","23","0.1328438314525463","0.952","0.5696939206682146","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","25","0.1480180622740813","0.954","0.606787396944128","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","7","0.1449915057725359","0.939","0.47372584568772313","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","17","0.1357949152850005","0.9455","0.497569510165768","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","7","0.1525314828326245","0.9505","0.5954757200587973","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","16","0.1425974335754876","0.949","0.6384284418603067","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","5","0.15558077350854","0.9505","0.5724547239951789","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","16","0.1456374811518861","0.9465","0.743490018695505","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","30","0.1737176692005569","0.945","0.6797071984037757","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","12","0.139762468976696","0.9405","0.5044185725484274","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","12","0.139762468976696","0.9405","0.5044185725484274","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","24","0.1472779162079141","0.95","0.6161060884163216","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","3","0.14075118662569","0.95","0.6506458471836729","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","11","0.1355394341085123","0.952","0.6536470318678766","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","11","0.1355394341085123","0.952","0.6536470318678766","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","23","0.1420123936691375","0.953","0.626999017316848","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","18","0.1531308103307887","0.9405","0.5093743788027202","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","3","0.1379723813838686","0.946","0.5228854857913682","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","5","0.1414478337424952","0.951","0.5707596007076798","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","5","0.1414478337424952","0.951","0.5707596007076798","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","10","0.1892090606301826","0.9345","0.6902754178886572","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","27","0.1717704172596386","0.947","0.7223636233247817","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","21","0.1878630784324268","0.94","0.7184291421435773","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","9","0.1342587941822993","0.951","0.5060453800667641","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","9","0.1342587941822993","0.951","0.5060453800667641","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","9","0.1444461192599109","0.9375","0.5524427327854221","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","11","0.1407184717814485","0.9435","0.5856026096549863","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","27","0.1500312130034508","0.945","0.6628813510760665","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","29","0.1374668848554361","0.947","0.7106234833481722","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.2209880786562716","0.935","0.6813731521833688","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","9","0.1315981985755793","0.947","0.4780719301311097","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","9","0.1315981985755793","0.947","0.4780719301311097","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","11","0.1310270090110298","0.9475","0.5624195851898799","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","11","0.1310270090110298","0.9475","0.5624195851898799","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","27","0.132156869032994","0.9495","0.6597073809825815","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","27","0.132156869032994","0.9495","0.6597073809825815","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","3","0.2013151466323033","0.94","0.6971232807263732","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","7","0.1491794698881157","0.938","0.4744530465992365","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","13","0.1419958313653075","0.9425","0.5058874581518548","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","3","0.1553845669720849","0.943","0.6372406430057134","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","3","0.1553845669720849","0.943","0.6372406430057134","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","21","0.1570596915146065","0.947","0.6155244424007833","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","30","0.1536884359668054","0.9495","0.6659540969412774","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","13","0.1744213706915834","0.943","0.6695119789801538","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","16","0.1385675904784809","0.945","0.48724122624699606","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","14","0.1370633053164909","0.946","0.5013945395065735","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","10","0.1490948379376193","0.944","0.6212826279046334","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","10","0.1490948379376193","0.944","0.6212826279046334","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","26","0.1618714339941248","0.941","0.7229297228155762","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","28","0.1510236286322175","0.9445","0.7369319418212399","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","9","0.1567012328903838","0.946","0.6346516199409962","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","27","0.1373100524796225","0.9475","0.4946594188728234","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","7","0.1369255897533388","0.9425","0.5044897312357455","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","26","0.146403747322277","0.9465","0.5743428145808873","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","20","0.1365432784262821","0.9465","0.600087879150913","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","15","0.1354406647387073","0.943","0.5942751955240086","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","15","0.1354406647387073","0.943","0.5942751955240086","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","29","0.1497254432493118","0.952","0.6364728712942451","proxy_worst_loss_min"
"camelyon17_loo_h4","4","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","19","0.1405203438482852","0.9465","0.47167827465539847","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h4cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip861_clipa10","11","0.1383263847268456","0.945","0.5092628754478644","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","8","0.1423310337709221","0.95","0.6126435353927089","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h4cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1302_clipa10","8","0.1423310337709221","0.95","0.6126435353927089","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","17","0.1387524289495846","0.9485","0.6443455542321317","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h4cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2256_clipa10","17","0.1387524289495846","0.9485","0.6443455542321317","proxy_worst_loss_clip_min"
"camelyon17_loo_h4","4","baseline","baseline","rcgdro","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","29","0.1547341552646785","0.948","0.6142886506859213","proxy_worst_loss_min"
