"fold","holdout_hospital","level","selection_policy","regime","seed","tag","epoch","chosen_val_overall_loss","chosen_val_overall_acc","chosen_proxy_metric","chosen_proxy_metric_col"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","13","0.2431164307782037","0.9055","0.686474802621206","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","3","0.2425965998634001","0.907","0.6878627289451805","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","3","0.2425965998634001","0.907","0.6878627289451805","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.2831184295821294","0.9015","0.722294443936059","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","12","0.2875139341325454","0.8985","0.5081106924251374","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","26","0.2662088833421017","0.905","0.6432439115719111","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","6","0.2593129348645633","0.898","0.7358008346076291","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","8","0.2535144806608944","0.8995","0.803419690603743","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","3","0.2319748130754342","0.912","0.6801441020457227","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","3","0.2319748130754342","0.912","0.6801441020457227","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","3","0.2357532373434496","0.9115","0.6923218669990698","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","4","0.2770708216566022","0.892","0.6099928596646373","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","17","0.2610806288399184","0.9035","0.6318240058164507","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","6","0.2476191170079025","0.9005","0.7001694624978295","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","6","0.2476191170079025","0.9005","0.7001694624978295","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","28","0.2397606644755387","0.909","0.7457493260908656","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","28","0.2397606644755387","0.909","0.7457493260908656","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","3","0.2576929388421086","0.9005","0.7981804112593334","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","7","0.303306915892826","0.8905","0.6046915638023458","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","17","0.2960244098680073","0.881","0.6709825188728986","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","18","0.3392764692068786","0.883","0.752437312672281","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","8","0.2742639417963497","0.8985","0.772136957706965","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","3","0.2502696173658278","0.909","0.7065623864757292","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","21","0.2297703714166717","0.915","0.7211864978427744","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.2722515210697784","0.903","0.7164176163892801","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","10","0.262769173192377","0.9075","0.5865116351470546","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","10","0.262769173192377","0.9075","0.5865116351470546","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","29","0.2495741179969845","0.913","0.6532733751378528","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","29","0.2495741179969845","0.913","0.6532733751378528","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","27","0.2476525137737123","0.9025","0.7488679281716466","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","24","0.2373727599626494","0.9075","0.7624276204580305","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","29","0.2361298107615531","0.9055","0.7591112236181895","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","7","0.3557448658549845","0.876","0.6226735965334449","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","20","0.3273433649825","0.879","0.6447955710053741","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","15","0.2562764829616624","0.908","0.671795030030935","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","8","0.2398088615953493","0.9055","0.6830177376911211","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","2","0.2815223455848076","0.8865","0.8426785769682339","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","29","0.2671816974565662","0.8895","0.8875377718000091","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","3","0.2568542909094649","0.897","0.7865501048664252","proxy_worst_loss_min"
"camelyon17_loo_h2","2","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h2cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip738_clipa10","14","0.2499299661266469","0.914","0.5555214593964879","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h2cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip738_clipa10","4","0.2345787304892818","0.9135","0.6169220597260241","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h2cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1134_clipa10","23","0.2697450200271646","0.902","0.645092849711022","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h2cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1134_clipa10","4","0.2239522965814032","0.911","0.6854517972021535","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h2cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2102_clipa10","9","0.223653143053431","0.9165","0.6590552551841193","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h2cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2102_clipa10","7","0.2165693287566978","0.921","0.6960172072052956","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","baseline","baseline","rcgdro","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","5","0.2184736984317569","0.929","0.6619662054880856","proxy_worst_loss_min"
"camelyon17_loo_h2","2","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h2cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip738_clipa10","20","0.3185183578346689","0.8805","0.5323546869289724","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h2cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip738_clipa10","12","0.2246287149702587","0.9165","0.6256436051632086","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h2cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1134_clipa10","26","0.2330511879888422","0.9185","0.687550359780537","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h2cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1134_clipa10","26","0.2330511879888422","0.9185","0.687550359780537","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h2cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2102_clipa10","16","0.2085308090639373","0.927","0.6371319632961335","proxy_worst_loss_clip_min"
"camelyon17_loo_h2","2","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h2cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2102_clipa10","16","0.2085308090639373","0.927","0.6371319632961335","proxy_worst_loss_clip_min"
