test_loss,test_acc,test_brier,test_ece,teacher_tail_cvar,objective,regime,seed,tag,policy,epochs,mean_epoch,val_loss_epoch,val_acc_epoch,proxy_epoch,chosen_val_loss,chosen_val_acc
0.24064310147044196,0.91051567239636,0.06775008758018945,0.02580005023591575,8.026303390414716,GCE q=0.7,erm_gce_q07_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_loss_best,3,3.0,3,16,12,0.2763141989707947,0.905
0.26574461195978305,0.9202389070472876,0.06330931347071439,0.040265452391206207,11.831992582301185,GCE q=0.7,erm_gce_q07_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_acc_best,16,16.0,3,16,12,0.33340513706207275,0.9125
0.2935086755251813,0.9181578761727843,0.06610710273389832,0.04595958568567033,13.149701506242042,GCE q=0.7,erm_gce_q07_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_last5,26/27/28/29/30,28.0,3,16,12,,
0.23266936058611834,0.913396195358243,0.06551266665518798,0.02212021799519051,8.016003304935452,GCE q=0.7,erm_gce_q07_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_val_loss5,1/2/3/4/5,3.0,3,16,12,,
0.27123930894115084,0.9208737978225597,0.06317356029893621,0.041517036790677725,11.915527828815401,GCE q=0.7,erm_gce_q07_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,proxy_best,19,19.0,3,25,19,0.33632805943489075,0.9105
0.24110377033124053,0.9096338796529264,0.06839296834134101,0.024584996369386537,7.915746974164714,GCE q=0.7,erm_gce_q07_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_loss_best,3,3.0,3,25,19,0.27585381269454956,0.9035
0.28467595554343583,0.9199920050791262,0.06443502518030346,0.0442482923357858,12.65290358032735,GCE q=0.7,erm_gce_q07_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_acc_best,25,25.0,3,25,19,0.3568359315395355,0.914
0.2928050375213461,0.9184400498506831,0.06577404583921946,0.04598024378942875,13.218186406497544,GCE q=0.7,erm_gce_q07_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_last5,26/27/28/29/30,28.0,3,25,19,,
0.23565159871101615,0.9123262868295435,0.06633195351372534,0.02250141519522293,8.074460690540093,GCE q=0.7,erm_gce_q07_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_val_loss5,1/2/3/4/5,3.0,3,25,19,,
0.25007678443615267,0.9191102123356926,0.06297815177563253,0.03665785629453158,10.493283718376691,GCE q=0.7,erm_gce_q07_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,proxy_best,11,11.0,5,26,11,0.3019639849662781,0.911
0.23838665249516516,0.916794036729607,0.0641470207460367,0.030282508331000622,9.120282356041848,GCE q=0.7,erm_gce_q07_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_loss_best,5,5.0,5,26,11,0.28087151050567627,0.908
0.28809807518937164,0.9197451031109648,0.0647669100336579,0.04489733951400694,12.826617218191947,GCE q=0.7,erm_gce_q07_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_acc_best,26,26.0,5,26,11,0.3609587550163269,0.9125
0.2954201616814825,0.9173583840854046,0.06657944519274589,0.046532729348070685,13.179157358528608,GCE q=0.7,erm_gce_q07_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_last5,26/27/28/29/30,28.0,5,26,11,,
0.23927603000759157,0.9162884755567051,0.06442778895542334,0.030425566628635742,9.122875703692305,GCE q=0.7,erm_gce_q07_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_val_loss5,3/4/5/6/7,5.0,5,26,11,,
0.2531417038537266,0.9225785971265313,0.06127822779219056,0.03727075859427517,11.23752198945773,GCE q=0.7,erm_gce_q07_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,proxy_best,13,13.0,4,13,13,0.3180924654006958,0.912
0.2378421777535002,0.9139958144237779,0.06567998629942441,0.027917731870462925,8.50939993177216,GCE q=0.7,erm_gce_q07_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_loss_best,4,4.0,4,13,13,0.2754848897457123,0.907
