suite,target_regime,baseline_regime,seed,baseline_epoch,baseline_tag,baseline_val_overall_loss,baseline_proxy_metric,budget_mode,budget_value,budget_threshold,selection_policy,regime,tag,epoch,chosen_val_overall_loss,chosen_val_overall_acc,chosen_proxy_metric,chosen_proxy_metric_col,fallback_to_baseline,feasible_target_epochs
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,6,2,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2553338907361031,0.989710267128483,ratio,1.25,0.3191673634201288,guardrail,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2944426543116569,0.936,0.3242526992931415,proxy_worst_loss_clip_min,False,2
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,7,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2355266645550728,0.9280301328977882,ratio,1.25,0.294408330693841,baseline,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.2355266645550728,0.9215,0.9280301328977882,proxy_worst_loss_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,7,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2355266645550728,0.9280301328977882,ratio,1.25,0.294408330693841,proxy_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2966645474433899,0.934,0.3156098326111607,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,7,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2355266645550728,0.9280301328977882,none,,,val_loss_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2966645474433899,0.934,0.3156098326111607,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,7,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2355266645550728,0.9280301328977882,ratio,1.25,0.294408330693841,guardrail,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.2355266645550728,0.9215,0.9280301328977882,proxy_worst_loss_min,True,0
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,8,4,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2644924526810646,0.9371123536179464,ratio,1.25,0.3306155658513307,baseline,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,0.2644924526810646,0.9265,0.9371123536179464,proxy_worst_loss_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,8,4,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2644924526810646,0.9371123536179464,ratio,1.25,0.3306155658513307,proxy_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,0.5091049600243568,0.9215,0.3371221581160128,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,8,4,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2644924526810646,0.9371123536179464,none,,,val_loss_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.2839114760458469,0.9245,0.4190246802811976,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,8,4,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2644924526810646,0.9371123536179464,ratio,1.25,0.3306155658513307,guardrail,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.2839114760458469,0.9245,0.4190246802811976,proxy_worst_loss_clip_min,False,1
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,9,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.1903137191534042,0.7680696126273883,ratio,1.25,0.2378921489417552,baseline,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.1903137191534042,0.9355,0.7680696126273883,proxy_worst_loss_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,9,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.1903137191534042,0.7680696126273883,ratio,1.25,0.2378921489417552,proxy_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,0.3620132265388965,0.9425,0.2923948247137112,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,9,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.1903137191534042,0.7680696126273883,none,,,val_loss_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.3418392248749733,0.916,0.3765064926776194,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,9,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.1903137191534042,0.7680696126273883,ratio,1.25,0.2378921489417552,guardrail,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.1903137191534042,0.9355,0.7680696126273883,proxy_worst_loss_min,True,0
